number,picname,Class,confidence
3604,c03604.jpg,Basketball,1.0
3605,c03605.jpg,Basketball,0.99
3606,c03606.jpg,Basketball,1.0
3607,c03607.jpg,Basketball,1.0
3608,c03608.jpg,Basketball,0.98
3609,c03609.jpg,Basketball,1.0
3610,c03610.jpg,Basketball,0.99
3611,c03611.jpg,Basketball,0.98
3612,c03612.jpg,Basketball,0.98
3613,c03613.jpg,Basketball,1.0
3614,c03614.jpg,Basketball,0.99
3615,c03615.jpg,Basketball,1.0
3616,c03616.jpg,Basketball,0.98
3617,c03617.jpg,Basketball,0.99
3618,c03618.jpg,Basketball,0.99
3619,c03619.jpg,Basketball,1.0
3620,c03620.jpg,Basketball,1.0
3621,c03621.jpg,Basketball,1.0
3622,c03622.jpg,Basketball,0.98
3623,c03623.jpg,Basketball,0.99
3624,c03624.jpg,Basketball,0.98
3625,c03625.jpg,Basketball,0.97
3626,c03626.jpg,Basketball,1.0
3627,c03627.jpg,Basketball,0.99
3628,c03628.jpg,Basketball,1.0
3629,c03629.jpg,Basketball,0.99
3630,c03630.jpg,Basketball,0.99
3631,c03631.jpg,Basketball,0.99
3632,c03632.jpg,Basketball,1.0
3633,c03633.jpg,Basketball,0.99
3634,c03634.jpg,Basketball,1.0
3635,c03635.jpg,Basketball,1.0
3636,c03636.jpg,Basketball,1.0
3637,c03637.jpg,Basketball,1.0
3638,c03638.jpg,Basketball,1.0
3639,c03639.jpg,Basketball,1.0
3640,c03640.jpg,Basketball,0.99
3641,c03641.jpg,Basketball,0.99
3642,c03642.jpg,Basketball,0.99
3643,c03643.jpg,Basketball,0.99
3644,c03644.jpg,Basketball,1.0
3645,c03645.jpg,Basketball,1.0
3646,c03646.jpg,Basketball,1.0
3647,c03647.jpg,Basketball,1.0
3648,c03648.jpg,Basketball,1.0
3649,c03649.jpg,Basketball,1.0
3650,c03650.jpg,Basketball,1.0
3651,c03651.jpg,Basketball,1.0
3652,c03652.jpg,Basketball,0.99
3653,c03653.jpg,Basketball,0.99
3654,c03654.jpg,Basketball,1.0
3655,c03655.jpg,Basketball,1.0
3656,c03656.jpg,Basketball,0.98
3657,c03657.jpg,Basketball,0.85
3658,c03658.jpg,Basketball,0.99
3659,c03659.jpg,Basketball,1.0
3660,c03660.jpg,Basketball,1.0
3661,c03661.jpg,Basketball,1.0
3662,c03662.jpg,Basketball,1.0
3663,c03663.jpg,Basketball,1.0
3664,c03664.jpg,Basketball,1.0
3665,c03665.jpg,Basketball,1.0
3666,c03666.jpg,Basketball,1.0
3667,c03667.jpg,Basketball,1.0
3668,c03668.jpg,Basketball,1.0
3669,c03669.jpg,Basketball,1.0
3670,c03670.jpg,Basketball,1.0
3671,c03671.jpg,Basketball,1.0
3672,c03672.jpg,Basketball,1.0
3673,c03673.jpg,Basketball,1.0
3674,c03674.jpg,Basketball,0.99
3675,c03675.jpg,Basketball,1.0
3676,c03676.jpg,Basketball,1.0
3677,c03677.jpg,Basketball,0.99
3678,c03678.jpg,Basketball,1.0
3679,c03679.jpg,Basketball,1.0
3680,c03680.jpg,Basketball,1.0
3681,c03681.jpg,Basketball,1.0
3682,c03682.jpg,Basketball,1.0
3683,c03683.jpg,Basketball,1.0
3684,c03684.jpg,Basketball,1.0
3685,c03685.jpg,Basketball,1.0
3695,c03695.jpg,Basketball,0.91
3706,c03706.jpg,Basketball,0.92
